prompt,title,essay,score,c1,c2,c3,c4,c5
72,Fake news e os males que acarretam,"['O SUS ( Sistema Único de Saúde) surgiu juntamente com a Constituição Cidadã de 1988, onde é afirmado que a saúde é inerente todo cidadão e um dever do stado. Todavia, apesar da saúde pública ser de suma importância para a sociedade, ela enfrenta, atualmente, problemas oriundos da pouca quantidade de verbas destinadas ao setor; seja porque democratiza o acesso à saúde, seja porque foi aprovada em 2016 a pec que congela os gastos do Governo por 20 anos, respectivamente.', 'A informação representa um fator fundamental para o conhecimento. Em um mundo contemporâneo no qual há uma ascensão de novos veículos de comunicação, como por exemplo ás redes sociais, notícias se propagam com muita velocidade, entretanto nem sempre há confiabilidade diante a fonte, favorecendo divulgação de fake news . Sendo assim, é imprescindível que a sociedade brasileira adquira um consumo crítico diante de tal cenário jornalístico.', 'É indubitável que informações têm o poder de persuadir o leitor,\xa0 Émile Durkheim defendia a tese na qual alegava a maneira coletiva de agir e pensar, associando isto a persuasão e a velocidade em que notcias se propagam, podemos entender posicionamentos movidos a senso comum. Nese sentido, o impacto que as fake news acarretariam em um ano de eleição, por exemplo, é decisivo . isto que, as mesmas \xa0são manipuladas em prol de um objetivo, \xa0necessário que o leitor garanta a contundência das fontes.', 'Contudo, nota-se observando a sociedade brasileira um comportamento no qual não há uma anlise critica diante informações . Isto é refletido nos indivíduos que governam o país e são reeleitos mesmo envolvidos em casos de corrupção, por exemplo. O senso comum redige ações e pensamentos e por este fator empírico, notcias falsas são constantemente propagadas.', 'Portanto, torna-se imprescindível que os cidadãos brasileiros assegurem-se de suas fontes e obtenham maior senso crítico diante notícias, ara iso é necessário investir no âmbito da educação garantindo e formando jovens que dificilmente serão manipulados por uma mídia sem ética. Ademais, cabe ao governo punir aqueles que disseminam fake news.']",680,120,160,120,160,120
45,Abuso de autoridade-_,"['25 de maio de 2020. Mineápolis, Minnesota, EUA. Causa do falecimento: parada cardíaca causada pela violência de um policial branco que asfixiou o norte-americano, negro, George Floyd.\xa0Nesse sentido, o ato do policial configura-se como abuso de autoridade, o que é inadmissível na realidade brasileiras e em todo o mundo. Um dos motivos desse panorama são as falhas governamentais e a omissão popular.', 'O abuso de autoridade está fortemente presente na sociedade atual, tendo em maior quantidade ou menor, tal ato é repudiado pela grande parte da população, mas assustadoramente é aceito e cometido por exceções, que passam impunes sem punições, o que não ocorre com a vtima, pois esta recebe não só agressões verbais que podem danificar seu perfil profissional por meio da hierarquia da empresa ou instituição, mas também problemas psicológicos que irão agravar em sequelas futuras. Para entender esse crime é necessário compreender como ele ganhou forças e onde está o seu meio de maior propagação.', 'Primeiro, é certo dizer que com o avanço do capitalismo a obtenção de lucros e a busca pelo dinheiro se tornou algo comum no dia a dia das pessoas, pequenas e grandes empresas se ergueram junto com a criação de cargos e serviços. Infelizmente\xa0 junto com tal crescimento econômico, tais lucros e ganhos monetários tiveram um significado maléfico nas camadas mais pobres da sociedade onde o abuso é claramente mais usado, em empresas com funcionários em cargos mais baixos, ou até mesmo fora do ambiente profissional . O status social é atualmente relacionado ao quanto essa pessoa é bem sucedida monetariamente, sendo assim usam e abusam deste status para humilhar e comandar aqueles inferiores a ela. Uma frase que explica este abuso é a de Maquiavel: ""Dê poder ao homem, e descobrirá quem ele realmente é"".', 'Segundo, é necessário afirmar que muitas ocorrências não tm suas devidas medidas administrativas, como ocorreu com o caso do desembargador, onde, de acordo com o site ""UOL"" mesmo com o afastamento do desembargador feito pelo onselho acional de ustiça o mesmo continuará recebendo o salário do cargo. Diferente mas similar com este caso, ocorreu também nos E.U.A onde um policial matou um negro em uma abordagem asfixiando-se nos joelhos. policial foi afastado e responderá judicialmente pelo seu ato, assim um movimento aconteceu em protesto a atitude do policial, chamado de ""Black lives matter"".', 'Em finalização, é importante uma conscientização por meio de protestos e campanhas contra o abuso de autoridade, com histórias de acontecimentos das vtimas e a exposição dos criminosos ao meio público, em outra parte, é correto a punição por meio de órgãos judiciais e empresariais a indenizar, afastar e até em casos mais graves a prisão aos agressores, por meio da onstituição federal, amenizando ou obliterando totalmente as ocorrências do ato.']",680,120,160,120,160,120
81,O  Respeito é o caminho,"['No Brasil existe grande quantidade de privilégios para os altos escalões do poder político, em especial a nível federal, mas estados e municípios também não ficam atrás, quando se fala em beneficiar os poderosos com mais regalias. Uma dessas benesses que vem causando grande discussão nos últimos tempos é o chamado foro privilegiado.', 'Não há registro em qualquer estudo por parte da História, Antropologia, Sociologia ou qualquer outra ciência social,\xa0de um grupamento humano em qualquer época que não tenha professado algum tipo de crença religiosa. As religiões são então um fenômeno inerente a \xa0cultura humana, assim como as artes e técnicas. Elas são importantes até para a socialização da humanidade, vendo que \xa0ela é responsável até por grande parte da cultura mundial. No Brasil \xa0não é diferente, grande parte da arte e da cultura nacional é diretamente ligada a uma ou mais religião.', 'Hoje, com o surgimento de novas organizações, com novas doutrinas e costumes, fica cada vez mais evidente a intolerância religiosa, que parece uma heresia, ora, se a religião prega o amor, a harmonia, a paz e a concórdia, então, por que os fieis \xa0estão entrando em estado de intolerância religiosa? Por causa de seus doutrinadores. Pessoas com pouca ou nenhuma formação religiosa, \xa0pegam uma bíblia e saem por ai pregando o evangelho todo deturpado. \xa0Fazendo do que prega sua verdade absoluta. E assim começam os conflitos, por falta de uma política que regule as ações religiosas, as entidades seguem com total autonomia, sem responder a nada por suas atitudes.', 'Todos têm o direito de escolher a religião que quiser, \xa0e nela buscar seu Deus e sua felicidade. Sem que pra isso tenha que perder a sua paz, \xa0essa situação equivocada de alguns religiosos deve ser punida e cobrada por toda a sociedade. Não podemos ser tolerantes com a intolerância religiosa. Ela gera o extremismo, e ele \xa0as guerras. Por causa do extremismo do grupo Estado Islâmico \xa0a paz acabou na Síria e em muitos países do Oriente Médio. Pessoas sem pátrias, vagando pelo mundo sem nada, por causa da intolerância religiosa. É muito sério. Para que esse mal não cresça no Brasil, é preciso que o governo exija respeito e ética para que todos se relacionem com civilidade e em paz. As escolas devem ensinar as crianças o conceito do respeito com a religião do outro. \xa0Porque o respeito se aprende na escola, \xa0e ele é bom para a vida inteira, cabe em todos os lugares, Para qualquer tipo de intolerância \xa0o respeito é o antídoto. A única coisa tão inevitável quanto a morte é a vida \xa0por isso \xa0devemos viver em paz, e respeitar pode dar certo.']",760,160,160,160,120,160
51,Analfabetismo Funcional,"['Um tópico que tem sido muito discutido no Brasil é sobre o porte de armas de fogo para os cidadões , justificado pela insegurança e pelos altos índices de criminalidade que assolam todo o país. Em 2005 houve um plebiscito onde a maioria da população votou contra o Estatuto do Desarmamento, posto que isto é reflexo da falta de investimento na segurança pública e aliado a este fato, há uma extrema deficiência educacional no Brasil. Será que armas realmente trarão paz à sociedade?', 'O analfabetismo funcional é um problema real e que precisa ser levado sério no Brasil. Em pesquisa recente realizada pelo instituto Pró-Livro, 50% dos entrevistados declararam que não leem livros por não conseguirem compreender. O país tem o poder-dever de acolher e contribuir de maneira eficaz para a boa formação de crianças e jovens nas escolas.', 'Apesar das estatísticas do Instituto supracitado apontarem uma diminuição no número de analfabetos funcionais, os dados permanecem preocupantes . Acredita-se que no Brasil o analfabetismo funcional atinja apenas pessoas de baixa renda ou àqueles que estão no ensino inicial e médio , porém há muitos alunos do ensino superior que apresentam dificuldades reais para interpretar um texto simples ou realizar uma operação matemática mais elaborada . O ensino inicial é a chave para uma boa formação: se essa etapa continuar sendo negligenciada no Brasil, não há muita garantia de que esse quadro se altere no ensino médio e superior .\xa0A má gestão dos recursos que são destinados à educação é o grande causador do analfabetismo funcional , uma vez que o dinheiro não chega ao seu destino e com isso ambientes acadêmicos acabam ficando sucateados, professores e alunos desmotivados e falta de material atualizado.', 'Países desenvolvidos tratam a educação como prioridade e isso que é necessário mudar no Brasil. Precisamos eleger políticos que estejam engajados a fazerem a diferença. No momento é necessário atuar nos desvios dos recursos que são destinados, cada cidadão tem o dever de fiscalizar e levar ao Ministério Público as irregularidades que tenha conhecimento, cobrar a transparência que nos é garantida pela Constituição Federal . Investir em novos métodos de ensino tal como uma avaliação mensal do aluno baseada em um livro que o mesmo teria que ler, pois conforme explicitado anteriormente, a leitura não faz parte dos costumes brasileiros e sem a leitura o intelecto não se exercita . Ensino básico de qualidade trará resultados mais positivos para o Brasil.']",680,160,160,120,120,120
46,Direito básico,"['O influenciador digital está diretamente ligado com o marketing digital, o termo “influência”, nesse contexto, está relacionado ao número de seguidores com quem o influenciador compartilha conteúdo. Segundo o Influencer Marketing Hub, uma agência americana, o influenciador tem poder de afetar a decisão de compra por causa de sua autoridade, conhecimento, posição ou relacionamento com seu público.', 'Em sua obra ""Vidas secas"" Graciliano Ramos retrata as dificuldades enfrentadas por uma família do sertão nordestino, afetada pela seca e pela falta de água um problema que persiste até os dias atuais, visto que grande parte da população em diversas regiões ainda não possui acesso a saneamento básico, o que gera discussões acerca da privatização deste serviço, já que, além da urbanização acelerada uma das principais causas desse problema é a falta de investimento público.', 'Essa falta de investimentos e políticas públicas nesse setor impedem que 35 milhões de brasileiros, segundo o (Sistema Nacional de Informações sobre Saneamento) tenham acesso, à água e ao tratamento de esgoto, causando riscos\xa0saúde dessa população sujeita a contaminação por diversas doenças como: esquistossomose, cólera e febre tifóide.', 'O que é agravado nas comunidades carentes, que são resultado de uma urbanização acelerada e sem planejamento, por isso a privatização é discutida , uma vez que as empresas privadas seriam as responsáveis por garantir o acesso essas regiões com precariedade desses serviços.', 'Considerando a ausência da aplicação de capitais do Governo e a necessidade de uma rede mais eficiente de tratamento de água e esgoto. Uma solução efetiva seria uma parceria do Governo Federal e do Ministério da Cidadania junto as empresas privadas, liberando a concessão dos serviços de saneamento, somente mediante a garantia de uma maior área de cobertura de tratamento e da acessibilidade as populações mais carentes, visando assim fornecer um serviço de melhor qualidade para mais pessoas.']",720,160,160,120,120,160
68,O passado recria o presente.,"['A Revolução Verde iniciada nos anos de 1960\xa0 representou um avanço nas técnicas agrícolas. Ela caracterizou-se pelo direcionamento da tecnologia paras as práticas agrárias e teve como uma de suas consequências a intensificação do uso de agrotóxicos visando elevar a produção agrícola. Tal aumento de fato foi alcançado, segundo dados da FAO (Food and Agriculture Organization), atualmente, a produção de alimentos supera o que seria necessário para suprir a população mundial. Neste cenário, o Brasil ocupa uma posição de destaque entre os maiores exportadores de grãos e cereais. No entanto, tal avanço não seu deu sem cobrar um alto preço ambiental.', 'Define-se patrimônio histórico como sendo o conjunto de bens móveis, imóveis ou naturais, que possuam valor inestimável para uma população. Prédios, cidades e florestas são exemplos desse conceito. Logo, é de extrema importância que esse seja preservado, haja vista que representa um bem inestimável e serve de meio de estudo acerca das particularidades e cultura de um povo.', 'Em primeira análise, cabe pontuar que o patrimônio histórico apresenta um valor inestimável para a herança cultural e social de um povo. Isso porque esse representa os acontecimentos marcantes da história de uma sociedade, como guerras, dominações e vitórias, haja vista que esses acontecimentos ficam marcados nas obras arquitetônicas confeccionadas durante esses períodos. Isso é ratificado, por exemplo, nos restos do Muro de Berlin, o qual representa os anseios sociais do povo alemão durante uma era de dominação e divisões territoriais,\xa0 que sucedeu-se durante a Guerra Fria.', 'Em segundo plano, é importante destacar que o legado histórico é de extrema importância para o estudo das particularidades e cultura de uma população. Isso já que, através de monumentos e construções antigas, é possível encontra traços da religião, da língua e da cultura de uma sociedade. A título de exemplo, vale destacar os hieróglifos encontrados na pirâmide de Gize, os quais relatam a história, a cultura e a religião do povo egípcio e suas particularidades culturais, como o embalsamamentos das pessoas que morriam.', 'É evidente, portanto, que medidas devem ser tomadas, a fim de garantir a manutenção e proteção do patrimônio histórico. Diante disso, a ONU( Organização das Nações Unidas), em parceria com ONGs, deve, por meio do tombamentos de obras com forte valor simbólico e obras de restauração, garantir a integridade e a proteção de espaços importantes para a sociedade, a fim de garantir que o legado histórico e estudo sobre as sociedades não seja perdido ao longo dos anos.']",760,160,160,160,160,120
83,O desenvolvimento atrelado as* práticas esportivas,"['A prática de esportes é uma atividade essencial ao ser humano e está ao alcance de todos. O esporte traz diversos benefícios à saúde física e mental das pessoas, além de contribuir para a socialização e integração de diferentes povos e nações. Contudo, com o advento de tecnologias, a sociedade pode se tornar sedentária e menos ativa em relação a realização de atividades físicas.', 'O esporte, desde os tempos mais remotos, demonstra-se uma ótima ferramenta quando nos referimos à benefícios para o corpo humano, bem estar psíquico, integração social e desenvolvimento.', 'A prática esportiva tem muito a ensinar para o ser humano. Se olharmos para o passado, mais precisamente quando notamos o desenvolvimento das cidades-estados gregas (Esparta é um ótimo referencial), o esporte já contribui com sua função de desenvolvimento.  Proporcionando a expansão dos territórios gregos,\xa0desenvolvimento dos exércitos e ambientes de entretenimento.', 'A integração social possui seu lugar de destaque reservado no cenário esportivo. Olimpíadas e Paralímpiadas são poderossísimas ferramentas de relações interpessoais, união de variados grupos sociais, superação e alcançe de objetivos. Não somente essas duas competições que promovem esses benefícios, mas os próprios esportes em um contexto geral.', 'Estudos cíentificos também vêm demonstrando que as atividades decorrentes da prática esportiva trazem ínumeros benefícios para o corpo. A atividade acelera os batimentos cardíacos promovendo uma maior oxigenação dos tecidos, previne problemas cardíacos, melhora o\xa0racíocinio, garante\xa0um ótimo condicionamento físico, e etc.', 'Sendo assim, é defital importância que as práticas esportivas estejam presentes em larga escala dentro da sociedade. Incentivadas por órgâos públicos, órgãos veículadores de informação\xa0e grupos famíliares. Órgãos públicos poderiam estabelecer parcerias com clubes esportivos visando a promoção gratuíta de práticas\xa0à população de baixa renda. A mídia também poderia disseminar conteúdo referente aos benefícios da prática esportiva e as suas mais variadas formas. E os\xa0grupos famíliares tendo\xa0ciência destas informações,\xa0possam desde cedo aderi-las a sua rotina.']",840,120,160,160,200,200
48,Sus,"['Segundo Aristóteles, política é uma ciência que visa a felicidade individual e coletiva do ser humano. Com base nesse pensamento podemos afirmar que o objetivo da administração governamental é fazer o bem à população, cumprindo seus deveres perante a sociedade, além de não adulterar leis.', 'Muito se discute o desafio e a importância do Sus\xa0\xa0na sociedade brasileira. É notório que é o meio mais eficaz para acolher os cidadãos, é de suma importância a valorização dos postos, upas e hospitais públicos, pois com todas as dificuldade eles procuram atender a população . Dentre tantos fatores relevantes, destacam-se: a má infraestrutura, falta de equipamentos, remédios, leitos e muitos outros elementos essenciais para saúde de todos.', 'Em primeiro análise, evidência as dificuldade no cenário contemporâneo, os hospitais de países sub-desenvolvidos\xa0 tiveram colapsos nas redes públicas de saúde. O Brasil tem enfrentado esse problema que infelizmente tem matados muitos seres humanos, o Sus tem tento resistência para prosseguir, entretanto a falta de equipamentos e a colaboração dos poderes dificulta e acabam deixando pacientes sem leitos ,e sem serem atendidos , pois muitos sofrem com a precariedade.', 'Além disso, precisa-se que médicos, enfermeiros, técnico em enfermagem possam ter os seus pagamentos corretamente , pois nem todos os profissionais de saúde tenham seu salário certo, diante dos fatos, note-se o esquecemos da valorização dessas pessoas de suma\xa0importância para a sociedade brasileira. Por isso, muitos precisam ter conhecimento da realidade, ajudando\xa0indiretamente e diretamente.', 'Dessa forma, portanto\xa0o Sus é entrada mais eficaz para a nação, vale lembrar que são postos, upas e hospitais que acolhem todos os pacientes. É essencial que os governos, federal, municipal e estadual tenham a colaboração de ajudar, tendo parceria com inistério da Saúde para cuidar da vida de todos, com projetos, investimentos em leitos, equipamentos, infraestrutura e muitoss outros. Dessa maneira, acaba amenizandoesse problema tão alarmante.']",760,160,120,120,200,160
15,A importância de bons hábitos contra a epidemia alimentar,"['No início de 2010, a Organização das Nações Unidas reconheceu o acesso à água e ao esgotamento sanitário como um direito humano fundamental. Entretanto, o Estado brasileiro não tem conseguido atender s necessidades básicas de toda a população de maneira uniforme e eficiente. Muito embora haja sérias dificuldades na implementação dessa política pública, a privatização do setor poderá agravar ainda mais a situação e dificultar a prestação desses serviços à população mais vulnerável.', 'Uma das grandes preocupações mundiais da atualidade, é a obesidade. No momento que pesquisas apontam, ser essa, a segunda causa de morte da população, devido as complicações que esse mal gera, é notória a relevância do tema para a sociedade em geral. Mas, quais as causas e o que pode-se fazer para erradicar essa epidemia?', 'No que tange as causas, não é temerário fazer uma reflexão sobre os avanços da sociedade moderna e capitalista dominante. O incentivo ao consumo imediato e compulsivo e a inserção de substâncias, nos alimentos, que geram sensações de prazer e até viciosas, para bancar o bem-estar do capital das empresas, colabora para maus hábitos alimentares e, consequentemente, o acúmulo de peso. Esse incentivo, também está em outros setores, fazendo com que o indivíduo busque bens materiais e se esforce para obtê-los, e assim, ele trabalha mais ou estuda mais horas por dia, dormindo menos e fazendo menos atividades físicas diárias, o que contribui para a obesidade.', 'Conforme pesquisa da Universidade de Duke, dos Estados Unidos, 40% das nossas ações diárias são hábitos, ou seja, você não pensa, apenas, as faz . Nesse sentido, para combater a obesidade deve-se combater os hábitos que levam à procrastinação de uma vida saudável, como por exemplo, atividades físicas diárias, alimentação balanceada e menos calórica, repouso para o corpo e a mente após atitudes exaustivas. Muitas vezes, basta refletir sobre a rotina diária para enxergar onde estão e quais são os hábitos ruins que se tem , e, dessa forma, é possível substituí-los por outros mais saudáveis.', 'Além da atuação governamental na educação de jovens e crianças a fim de esclarecer e incentivar a importância com o cuidado na alimentação e com a prática de hábitos saudáveis em geral, deve-se atuar incrementando políticas públicas, por meio de leis, por exemplo, que limitam empresas de colocar em alimentos substâncias viciosas ou que são potenciais para o acúmulo de gordura no corpo. Além disso, é necessário que o próprio cidadão esteja sempre atento consigo mesmo, para evitar hábitos que possam prejudicar sua saúde.']",920,160,200,200,160,200
48,SUS E SUA IMPORTÂNCIA NO BRASIL,"['No cenário tenso da longa Idade Média, a sociedade Medieval tradicional considerava a juventude como um período em que os adolescentes eram vistos como seres já adultos, trabalhavam nos mesmos lugares e eram expostos a doenças até então incomuns, costumavam usar as mesmas vestimentas e eram expostos a recursos inapropriados. Com a ausência de escolas e de Educação de qualidade\xa0 e retratados a extrema penúria, os jovens se desenvolviam na marginalidade e inseridos na criminalidade. Devido a isso, é imprescindível debater este assunto na contemporaneidade rasileira, na qual os índices da violência nessa faixa etária são gritantes.', 'O BRASIL É UM DOS PAÍSES QUE FEZ UMA GRANDE DIFERENÇA EM MEIO A PANDEMIA DE COVID-19 POR CONTA DO SISTEMA DE SAÚDE PBLICA, POIS DE ACORDO COM A BBC PAÍSES COMO OS EUA NÃO POSSUEM UM SISTEMA FINANCIADO PELO GOVERNO E POR CONTA DISTO MUITOS CIVIS OPTAM POR FICAR EM SUAS CASAS POIS NÃO TM CONDIÇÕES DE CUSTEAR CONSULTAS MÉDICAS.NO ENTANTO, APESAR DO SISTEMA DE SAÚDE BRASILEIRO TER UMA GRANDE DIFERENÇA EM RELAÇÃO A PAÍSES DESENVOLVIDOS,NOTA-SE QUE NOS ÚLTIMOS ANOS TM OCORRIDO UM TOTAL DESCASO POR PARTE DO ESTADO EM INVESTIR E MANTER A SAÚDE PÚBLICA NO BRASIL. LOGO, CONVÉM ANALISARMOS\xa0\xa0OS PRINCIPAIS ASPECTOS NEGATIVOS E POSITIVOS RELACIONADOS A ESSE PROBLEMA.', 'EM PRIMEIRO LUGAR, É EVIDENTE QUE O SISTEMA DE SAÚDE VEM ENTRANDO EM DECADÊNCIA NOS ÚLTIMOS ANOS, ISSO SE EVIDENCIA PELA FALTA DE PROFISSIONAIS , EQUIPAMENTOS DE QUALIDADE E INVESTIMENTO EM HOSPITAIS E LEITOS, POR CONTA DA NEGLIGÊNCIA E MÁ GESTÃO DOS ESTADOS O SISTEMA DE SAÚDE CORRE RISCO DE ENTRAR EM UM COLAPSO TOTAL COMPROMETENDO ASSIM PESSOAS QUE NECESSITAM DESSE SERVIÇO TÃO IMPORTANTE, POIS COM A TAXA DE DESEMPREGO ALTA E O AUMENTO NOS SERVIÇOS PRIVADOS ALTOS A ACESSIBILIDADE AOS SISTEMAS DE SAÚDE PÚBLICOS ACABAM SE TORNANDO UMA OPÇÃO MAIS ADEQUADA A POPULAÇÃO', 'EM SEGUNDO LUGAR, APESAR DO SISTEMA ÚNICO DE SAÚDE PBLICA DO BRASIL SER FINANCIADO PELO GOVERNO E AO MESMO TEMPO ACESSÍVEL A TODOS INDEPENDENTE DA RENDA, GÊNERO OU LUGAR DE RESIDÊNCIA.\xa0 ELE TAMBÉM É UM DOS MAIORES SISTEMAS DE SAÚDE PÚBLICOS EXISTENTES NO MUNDO DE ACORDO COM A REVISTA FÊMANA. ADICIONALMENTE, DADOS DIVULGADOS PELO MS MOSTRAM QUE 153 MILHÕES DE PESSOAS DEPENDEM DO SUS CORRESPONDENDO A 80% DA POPULAÇÃO BRASILEIRA', 'PORTANTO, MEDIDAS SÃO NECESSÁRIAS PARA PROMOVER MELHORIAS NO SISTEMA DE SAÚDE NO BRASIL, CABENDO AO STF COBRAR O MINISTÉRIO DA SAÚDE JUNTAMENTE AO MINISTÉRIO DA ECONOMIA POR MEIO DE PROCESSO ELETRÔNICO SEI , INVESTIMENTOS EM EQUIPAMENTOS LABORATORIAIS , PROFISSIONAIS CAPACITADOS E TECNOLOGIA DE QUALIDADE PARA MELHOR ATENDER A POPULAÇÃO BRASILEIRA NO COMBATE A PANDEMIAS,EPIDEMIAS E POSSÍVEIS SURTOS DE DOENÇAS FUTURAS.']",720,120,160,120,200,120
63,,"['No famoso Anime ""Naruto"", o personagem antagonista Orochimaru, a partir de seus numerosos experimentos científicos, consegue desenvolver uma técnica que lhe permite tornar-se imortal, e que, posteriormente, lhe ajuda a restaurar seus braços, antes necrosados . De maneira análoga à animação japonesa, destaca-se a importância da ciência como algo imprescindível na manutenção da vida humana , sendo oportuno analisar as intempéries que se opoem ao seu desenvolvimento pleno , no âmbito social brasileiro.', 'Caracteriza-se como impacto ambiental o desequilíbrio do meio ambiente decorrente de uma sobrecarga de energia inserida neste sistema. Tendo em vista os possíveis efeitos da ação antrópica sobre a natureza , a Carta da Terra baseada nos direitos humanos assegura que é diretito de todos o acesso ao ambiente equilibrado e saudável.', 'Não acaso, o Brasil possui rígidas regras que buscam garantir a qualidade ambiental através do órgão assessor, Conama, e dos órgãos ambientais de fiscalização .\xa0 Mas, assim como os demais setores nacionais, a corrupção, a pressão das grandes empresas e, atualmente, a proposta da desburocratização da política de licenciamento têm evidenciado a ineficiência dos canais de proteção ambiental. Culminado, isso, em desastres como o caso da Vale do Rio Doce e Brumadinho.', 'Neste cenário, sobrecai à população o ônus em lidar com os danos decorrentes das falhas e da incompetência governamental e fiscalizatória. Contaminantes são lançados, a biodiversidade local é ameaçada, epidemias retornam e no final, tudo se reduz ao pedido de desculpas pelas empresas, muito bem assessoradas, através da televisão e como já proclamava a banda Legião Urbana, “Sempre as mesmas desculpas e desculpas nem sempre são sinceras”.', 'Assim, colocadas as pautas, como falar em soluções para desastres ambientais e, além, melhorias ambientais quando aqueles que representam a nação atuam de maneira antagônica aos interesses daqueles a quem deveriam servir? Somado a isso, como agravante tem-se o precário conhecimento das obrigações e direitos cívicos pelo contingente populacional. Dessa forma, inicialmente deve haver uma mudança vertical partindo da base que só será possível com grande esforço de conscientização. Isso promoverá uma pressão sobre os órgãos estaduais no sentido de buscarem solucionar e evitar desastres ambientais a fim de atender as demandas populacionais.']",720,160,160,120,160,120
50,Coronavírus,"['O livro, “Quarto de despejo: diário de uma favelada”, retrata o cotidiano de Carolina Maria de Jesus em um local sem saneamento básico . Nota-se, que diversas famílias ainda vivem em situações semelhantes, e para contornar a situação o Governo pretende privatizar o meio de higiene e de bemestar porém, intensificando consequentemente um problema de desigualdade social causado por má ambição.', 'Segundo a Constituição Federal de 1988 todo cidadão tem direito à vida, saúde, alimentação, entre outros benefícios. Entretanto, pandemias, como a do coronavírus, prejudicam a concretização desses direitos. Sendo que,\xa0 são em momentos como esse que a ciência mostra sua grande importância para a sociedade, visto que ela é a única capaz de combater tais doenças; porém, mesmo assim, o overno demonstra não ver utilidade dela para a nação .', 'Primeiramente, é importante ressaltar que é apenas através do método científico que o ser humano consegue deter uma doença global. Os outros métodos de obtenção do saber, como o senso comum e as crenças místicas , não possuem comprovação científica, e sendo assim não são fonte de conhecimento confiável. Isso porque, tais métodos, como disse o filósofo contemporâneo Nietzsche, são os verdadeiros inimigos da verdade . Logo, é visto que a ciência é de suma importância para a sociedade, tendo em vista que ela é a única fonte de conhecimento que possui fundamentação experimental.', 'Convém lembrar ainda que, apesar do grande papel empenhado pela ciência no Brasil, o stado não têm valorizado esse segmento.. Sendo que, segundo a biomédica e pesquisadora,\xa0 Helena Nader, em 2017, o governo investiu 10 bi em pesquisas científicas e em 2018, apenas 5,2 bi . Então, é evidente que o governo não está valorizando a produção científica , o que fere a dignidade dos profissionais que nela atuam e prejudica o combate à pandemias. Assim, entende-se que o governo negligencia a produção científica, e consequentemente seus profissionais.', 'Portanto, é notório que somente a experimentação pode salvar os indivíduos no caso do surgimento de grandes doenças, e que infelizmente é pouco valorizada pelo estado . Para amenizar o problema, o overno precisa aumentar os investimentos em tal área , para no mínimo 30 bi\xa0\xa0até 2021, por meio da compra de equipamentos, e da contratação de mais profissionais para esse segmento. Com isso, espera-se valorizar tal área e garantir a sobrevivência da população em momentos pandmicos como o da Covid-19.']",760,160,160,160,160,120
67,Descontinuidade indígena,"['O esporte, desde os tempos mais remotos, demonstra-se uma ótima ferramenta quando nos referimos à benefícios para o corpo humano, bem estar psíquico, integração social e desenvolvimento.', 'Promulgada pela ONU\xa0 em 1948, a Declaração dos Direitos Humanos garante a todos os indivíduos o direito habitação e ao bem - estar social, no entanto, ao longo dos anos muitos problemas surgiram com esses povos indígenas como por exemplo o desmatamento do território habitado por eles e a disputa por terras entre índios e fazendeiros. Impossibilitada que essa parcela indígena desfrute desse direito universal, convém analisarmos as principais consequências de tal postura negligente para essa sociedade, com base neste contexto não há dúvidas de que as transformações culturais e os costumes desses povos estão sendo menosprezadas, no qual ocorre infelizmente nos séculos atuais devido não só ao desmatamento do território habitado por eles, mas também pelas suas culturas e costumes.', 'A educação é o fator principal no desenvolvimento de um aís, atualmente ocupando a nona posição na economia mundial, seria racional acreditar que o Brasil possui um sistema público de ensino eficiente. Contudo, a realidade é justamente o oposto e o resultado desse contraste é claramente refletida na visão etnocêntrica desses povos indígenas,\xa0o ano de 2015 cerca de 88 fazendas do estado de Mato Grosso do Sul estavam ocupadas por índios em um processo de retomada na qual parte delas já foram reconhecidas por estudos antropológicos e algumas demarcadas como áreas indígenas.', 'Sendo assim, seria irracional dizer que esses povos não possuem direitos, pois esses problemas é fruto de um antigo problema brasileiro em que o poder público durante décadas expulsou milhares de tribos de suas terras, que acabaram sendo vendidas pelo próprio estado para fazendeiros. Logo, esse panorama de supressão da jurisprudência mostra a luta e a persistência de um povo esquecido, o que é inquestionável ! uma vez que estes nativos foram e são até os séculos atuais massacrados por interesses daqueles que detém o poder.', 'Infere -se, portanto que é imperativa a valorização e a reconstrução das comunidades indígenas como criador da nação brasileira, sendo assim uma ação válida seria a mobilização conjunta entre as esferas governamentais (federal, estadual e municipal) e não governamentais (sociedade) com o objetivo de garantir a efetivação, equiparação e reparação dos direitos à esses povos indígenas.']",680,120,160,120,160,120
